year,row,respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,custom_data_1,how_often_use_R,how_often_use_Excel,how_often_use_GoogleSheets,how_often_use_SAS,how_often_use_Python,how_often_use_Tableau,how_often_use_MATLAB,how_often_use_PowerBI,how_often_use_SQL,how_proficient_R,how_proficient_Excel,how_proficient_GoogleSheets,how_proficient_SAS,how_proficient_Python,how_proficient_Tableau,how_proficient_MATLAB,how_proficient_PowerBI,how_proficient_SQL,suited_ratemaking_R,suited_reserving_R,suited_capital_modeling_R,suited_ratemaking_Excel,suited_reserving_Excel,suited_capital_modeling_Excel,suited_ratemaking_GoogleSheets,suited_reserving_GoogleSheets,suited_capital_modeling_GoogleSheets,suited_ratemaking_SAS,suited_reserving_SAS,suited_capital_modeling_SAS,suited_ratemaking_Python,suited_reserving_Python,suited_capital_modeling_Python,suited_ratemaking_Tableau,suited_reserving_Tableau,suited_capital_modeling_Tableau,suited_ratemaking_MATLAB,suited_reserving_MATLAB,suited_capital_modeling_MATLAB,suited_ratemaking_PowerBI,suited_reserving_PowerBI,suited_capital_modeling_PowerBI,suited_ratemaking_SQL,suited_reserving_SQL,suited_capital_modeling_SQL,what_other_tools_should_be_added,increase_proficiency_R,increase_proficiency_Excel,increase_proficiency_GoogleSheets,increase_proficiency_SAS,increase_proficiency_Python,increase_proficiency_Tableau,increase_proficiency_MATLAB,increase_proficiency_PowerBI,increase_proficiency_SQL,increase_proficiency_other,barrier_learning_inadequate_staff,barrier_learning_lack_of_management_support,barrier_learning_lack_of_it_support,barrier_learning_financial_cost,barrier_learning_not_enough_time,barrier_learning_no_perceived_benefit,barrier_learning_other,barrier_implementation_inadequate_staff,barrier_implementation_lack_of_management_support,barrier_implementation_lack_of_it_support,barrier_implementation_financial_cost,barrier_implementation_not_enough_time,barrier_implementation_no_perceived_benefit,barrier_implementation_other,technique_use_linear_models,technique_use_credibility,technique_use_premium_adjustment,technique_use_excess_loss_analysis,technique_use_bayesian,technique_use_bornhuetter_ferguson,technique_use_time_series,technique_use_aideep_learning,technique_use_chain_ladder,technique_use_tree_based_methods,technique_use_unsupervised_learning,technique_use_other,additional_comments,designation,age,where_are_you_located,located_other,what_type_of_company_do_you_work_for,type_of_company_other,actuaries_at_my_organization,years_of_experience,how_often_use_Other,how_proficient_Other,suited_Other,barrier_technique_inadequate_staff,barrier_technique_lack_of_management_support,barrier_technique_lack_of_it_support,barrier_technique_financial_cost,barrier_technique_not_enough_time,barrier_technique_no_perceived_benefit,barrier_technique_other,new_tech_to_adopt,should_have_asked,how_often_use_Other_specific,how_proficient_Other_specific,suited_ratemaking_Other,suited_reserving_Other,suited_capital_modeling_Other,suited_Other_specific,learning_plan_self_study,learning_plan_online,learning_plan_in_person,learning_plan_other,technique_use_frequency_severity,technique_use_triangle_based,technique_use_simulation,barrier_technique_lack_of_knowledge,designation_none,designation_acas,designation_fcas,designation_cspa,ok_with_being_contacted
2022,447,118136899269,447447895,09/27/2022 09:08:27 AM,09/27/2022 09:13:48 AM,158.82.143.130,NA,NA,NA,NA,Not at all,At least once a week,Less than once a month,Not at all,Less than once a month,Not at all,NA,Not at all,At least once a month,Basic stuff,Expert,Basic stuff,Intermediate,Intermediate,Basic stuff,NA,Basic stuff,Advanced,,,,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,R,,Google Sheets,,Python,,NA,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",,"Time series analysis, including claim trend analysis",AI/deep learning,,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,FCAS,41-50 years old,United States,,Consulting Firm,,51-200,More than 20,Radar,Radar,,,,,,,No perceived benefit,,Radar,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,448,118136897332,447447895,09/27/2022 09:07:40 AM,09/27/2022 09:11:51 AM,97.83.185.65,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Less than once a month,At least once a month,Less than once a month,NA,At least once a month,At least once a month,Basic stuff,Expert,Intermediate,Intermediate,Intermediate,Basic stuff,NA,Basic stuff,Basic stuff,,,,,Somewhat,,,Somewhat,,,Somewhat,,,Somewhat,,,Somewhat,,NA,NA,NA,,Somewhat,,,Not at all,,,,Excel,,,Python,,NA,,,,,,,,,,,,,,,,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,ACAS,41-50 years old,United States,,Insurance company,,11-25,More than 20,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,449,118136896239,447447895,09/27/2022 09:06:34 AM,09/27/2022 09:10:46 AM,170.202.22.123,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,NA,Less than once a month,Not at all,Not at all,Advanced,Basic stuff,Not at all,Not at all,Not at all,NA,Not at all,Not at all,,,,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,Excel,,,,,NA,,,KNIME,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,61 or older,United States,,Insurance company,,200+,More than 20,KNIME,KNIME - basic,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,450,118136896093,447447895,09/27/2022 09:07:29 AM,09/27/2022 09:10:35 AM,76.29.56.247,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,At least once a day,At least once a month,Not at all,NA,Not at all,At least once a day,Intermediate,Expert,Not at all,Advanced,Basic stuff,Basic stuff,NA,Not at all,Expert,,,,Somewhat,Very much so,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,,SAS,Python,,NA,,,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,51-200,More than 20,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,451,118136895834,447447895,09/27/2022 09:06:30 AM,09/27/2022 09:10:20 AM,64.186.41.152,NA,NA,NA,NA,,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,At least once a week,At least once a day,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,NA,Basic stuff,Intermediate,,,,Very much so,Very much so,,Unsure,Unsure,,Unsure,Unsure,,Unsure,Unsure,,Unsure,Unsure,,NA,NA,NA,Somewhat,Unsure,,Not at all,Not at all,,,R,Excel,,,,,NA,,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Insurance company,,1-5,Between 10 and 15,,,,Insufficient/inadequate staff,,,,Not enough time,,,Asking Siri and Watson for Peer Review.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,452,118136894315,447447895,09/27/2022 09:01:01 AM,09/27/2022 09:08:40 AM,24.43.123.86,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Less than once a month,At least once a day,At least once a month,NA,Less than once a month,At least once a day,Basic stuff,Advanced,Intermediate,Basic stuff,Expert,Intermediate,NA,Basic stuff,Expert,,,,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Not at all,Not at all,Somewhat,Very much so,Very much so,Very much so,Not at all,Somewhat,Very much so,NA,NA,NA,Unsure,Unsure,Unsure,Very much so,Somewhat,Unsure,,,,,SAS,Python,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,,,,,,,,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,,,Chain-ladder,,,,,None yet,Up to 30 years old,United States,,Non-governmental insurance service organization,,51-200,Less than 5,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,453,118136893776,447447895,09/27/2022 09:02:54 AM,09/27/2022 09:08:08 AM,158.82.143.130,NA,NA,NA,NA,Not at all,At least once a day,,Not at all,,Less than once a month,NA,Less than once a month,Less than once a month,Not at all,Advanced,Not at all,Basic stuff,Not at all,Basic stuff,NA,Basic stuff,Basic stuff,,,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,R,Excel,,,Python,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Broker or (re)insurance intermediary,,26-50,More than 20,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,454,118136892897,447447895,09/27/2022 09:01:40 AM,09/27/2022 09:07:12 AM,73.124.98.243,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,Less than once a month,Not at all,Not at all,NA,Not at all,At least once a month,Advanced,Advanced,Not at all,Intermediate,Not at all,Not at all,NA,Not at all,Basic stuff,,,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,"J is an excellent language, jsoftware.com",R,,,,,,NA,,,,,,,,,No perceived benefit,,,,,,,No perceived benefit,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,"Bayesian analysis, and/or MCMC",,,,Chain-ladder,,,,,FCAS,61 or older,United States,,Non-governmental insurance service organization,,51-200,More than 20,,,,,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,455,118136892719,447447895,09/27/2022 09:02:52 AM,09/27/2022 09:07:02 AM,74.112.21.219,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,At least once a day,Basic stuff,Advanced,Advanced,Not at all,Basic stuff,Not at all,NA,Not at all,Advanced,,,,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,,NA,,,,,,,,Not enough time,,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,,"Time series analysis, including claim trend analysis",,,,,,,None yet,31-40 years old,United States,,Insurance company,,11-25,Less than 5,,,,,,,,,,no need in my current role,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,456,118136892512,447447895,09/27/2022 09:03:10 AM,09/27/2022 09:06:59 AM,98.215.118.139,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,Not at all,Not at all,Less than once a month,NA,At least once a month,At least once a day,Expert,Expert,Advanced,Not at all,Basic stuff,Basic stuff,NA,Intermediate,Advanced,,,,Very much so,Very much so,Somewhat,,,,,,,,,,,,,NA,NA,NA,,,,Somewhat,Somewhat,Somewhat,,R,Excel,,,,,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,Tree-based methods like random forests,,,,ACAS,Up to 30 years old,United States,,Insurance company,,1-5,Between 5 and 10,,,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,457,118136892180,447447895,09/27/2022 09:02:15 AM,09/27/2022 09:06:31 AM,165.225.221.3,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,At least once a day,At least once a month,NA,At least once a month,At least once a week,Not at all,Expert,Not at all,Not at all,Advanced,Not at all,NA,Basic stuff,Intermediate,,,,Very much so,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Very much so,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,NA,NA,NA,Somewhat,Very much so,Somewhat,Very much so,Very much so,Very much so,,,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,,Lack of IT support,,Not enough time,,,,,Lack of IT support,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",AI/deep learning,Chain-ladder,Tree-based methods like random forests,,,,FCAS,41-50 years old,United States,,Broker or (re)insurance intermediary,,51-200,More than 20,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,458,118136891919,447447895,09/27/2022 09:03:42 AM,09/27/2022 09:06:16 AM,76.105.89.128,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Less than once a month,Basic stuff,Expert,Intermediate,Not at all,Basic stuff,Not at all,NA,Not at all,Intermediate,,,,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,R,,,,Python,,NA,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Consulting Firm,,1-5,Between 5 and 10,,,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,459,118136891459,447447895,09/27/2022 09:00:32 AM,09/27/2022 09:05:48 AM,170.202.122.114,NA,NA,NA,NA,Not at all,At least once a day,Not at all,At least once a month,,Less than once a month,NA,,Less than once a month,Not at all,Advanced,Not at all,Basic stuff,Not at all,Basic stuff,NA,Not at all,Not at all,,,,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,KNIME,,Excel,,SAS,,,NA,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,,,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,,,,,,ACAS,51-60 years old,United States,,Insurance company,,200+,More than 20,,,,,,,,Not enough time,No perceived benefit,,No idea,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,460,118136891376,447447895,09/27/2022 09:02:45 AM,09/27/2022 09:05:43 AM,46.140.173.14,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,At least once a week,Less than once a month,NA,At least once a month,At least once a week,Advanced,Expert,Basic stuff,Not at all,Advanced,Not at all,NA,Basic stuff,Intermediate,,,,Somewhat,Unsure,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,Unsure,Very much so,Unsure,Very much so,Somewhat,Unsure,Not at all,NA,NA,NA,Somewhat,Unsure,Not at all,Very much so,Unsure,Somewhat,,,,,,Python,,NA,,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,Unsupervised learning methods like clustering or PCA,,,FCAS,41-50 years old,Europe,,Reinsurance company,,26-50,Between 5 and 10,,,,,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,461,118136890993,447447895,09/27/2022 08:49:36 AM,09/27/2022 09:05:20 AM,75.118.3.83,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,At least once a month,Less than once a month,Less than once a month,NA,Not at all,At least once a month,Basic stuff,Advanced,Not at all,Intermediate,Basic stuff,Basic stuff,NA,Not at all,Advanced,,,,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,NA,NA,NA,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,"Java,Scala",R,,,,Python,A data visualization tool like Tableau,NA,,,,Insufficient/inadequate staff,,,,Not enough time,,Exams,,,,,,,"Too many tools, Lack of prioritization ","Linear regression, including GLMs",Credibility,,,,,,,,,,,All tools listed are useful but time consuming to learn. It’s difficult (almost impossible) to balance exams with learning new tools. Companies and industry need to determine what tool(s) they are going to use. Invest based on where the future is headed.,None yet,41-50 years old,United States,,Insurance company,,51-200,More than 20,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,,How does the CAS plan to incorporate technology tools into future CAS exams?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,462,118136890875,447447895,09/27/2022 09:01:36 AM,09/27/2022 09:05:13 AM,108.35.197.124,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,NA,At least once a month,Not at all,Not at all,Advanced,Intermediate,Not at all,Not at all,Not at all,NA,Intermediate,Not at all,,,,Very much so,Very much so,Somewhat,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,,,Excel,,,,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,None yet,Up to 30 years old,United States,,Consulting Firm,,26-50,Less than 5,,,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,463,118136890019,447447895,09/27/2022 09:01:45 AM,09/27/2022 09:04:19 AM,165.225.36.192,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,At least once a week,Less than once a month,Not at all,NA,Not at all,At least once a week,Basic stuff,Expert,Not at all,Basic stuff,Basic stuff,Not at all,NA,Not at all,Expert,,,,Very much so,Very much so,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,NA,NA,NA,Somewhat,Very much so,Very much so,Somewhat,Somewhat,Somewhat,,R,,,,Python,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACAS,51-60 years old,United States,,Insurance company,,51-200,More than 20,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,464,118136889782,447447895,09/27/2022 09:00:49 AM,09/27/2022 09:04:02 AM,208.127.154.10,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Intermediate,Basic stuff,Not at all,Not at all,Not at all,NA,Not at all,Not at all,,,,Very much so,Very much so,Somewhat,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCAS,61 or older,United States,,Consulting Firm,,6-10,More than 20,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,465,118136889656,447447895,09/27/2022 09:00:25 AM,09/27/2022 09:03:54 AM,165.225.61.216,NA,NA,NA,NA,Not at all,At least once a day,Not at all,At least once a week,Less than once a month,Not at all,NA,Not at all,At least once a week,Not at all,Advanced,Intermediate,Intermediate,Basic stuff,Not at all,NA,Not at all,Intermediate,,,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Somewhat,Somewhat,Very much so,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,Excel,,SAS,Python,,NA,,SQL,,,,,Financial cost,Not enough time,,,,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,,,,,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,51-200,Less than 5,,,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,466,118136889529,447447895,09/27/2022 09:00:51 AM,09/27/2022 09:03:46 AM,165.225.208.249,NA,NA,NA,NA,Not at all,At least once a day,At least once a month,At least once a week,Not at all,Not at all,NA,Not at all,Not at all,Basic stuff,Expert,Intermediate,Advanced,Not at all,Not at all,NA,Not at all,Basic stuff,,,,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,NA,,,,,,,,,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,31-40 years old,Canada,,Insurance company,,51-200,Between 10 and 15,,,,,,,,Not enough time,No perceived benefit,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,467,118136888796,447447895,09/27/2022 08:54:04 AM,09/27/2022 09:02:58 AM,99.228.30.255,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Advanced,Basic stuff,Not at all,Not at all,Not at all,NA,Not at all,Not at all,,,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,Excel,,,,,NA,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,31-40 years old,Canada,,Consulting Firm,,6-10,Between 15 and 20,,,,,,Lack of IT support,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,468,118136887950,447447895,09/27/2022 08:57:33 AM,09/27/2022 09:02:03 AM,75.136.73.111,NA,NA,NA,NA,Not at all,At least once a day,Not at all,At least once a week,Not at all,Not at all,NA,At least once a week,At least once a day,Not at all,Expert,Basic stuff,Basic stuff,Not at all,Basic stuff,NA,Intermediate,Advanced,,,,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Not at all,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,NA,NA,NA,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,,R,,,,Python,,NA,,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,None yet,Up to 30 years old,United States,,Insurance company,,51-200,Less than 5,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,469,118136887584,447447895,09/27/2022 08:54:09 AM,09/27/2022 09:01:37 AM,85.255.232.217,NA,NA,NA,NA,Less than once a month,At least once a week,At least once a month,Not at all,At least once a day,Not at all,NA,Not at all,At least once a week,Basic stuff,Expert,Advanced,Basic stuff,Expert,Not at all,NA,Not at all,Expert,,,,Somewhat,Not at all,Not at all,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,NA,NA,NA,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,,,,,,Python,,NA,,,,,,,,,,,Insufficient/inadequate staff,Lack of management support,,,,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,,,,Chain-ladder,,Unsupervised learning methods like clustering or PCA,,,FCAS,51-60 years old,"United Kingdom, Ireland",,Retired,,1-5,More than 20,,,,Insufficient/inadequate staff,,,,,No perceived benefit,,Text analysis - for claims ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,470,118136887546,447447895,09/27/2022 08:58:08 AM,09/27/2022 09:01:35 AM,136.226.52.176,NA,NA,NA,NA,At least once a week,At least once a day,Not at all,Not at all,Less than once a month,At least once a month,NA,At least once a month,At least once a month,Intermediate,Advanced,Basic stuff,Intermediate,Basic stuff,Intermediate,NA,Basic stuff,Intermediate,,,,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,Very much so,Somewhat,Unsure,NA,NA,NA,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,,R,,,,Python,A data visualization tool like Tableau,NA,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,,,,,,,,,FCAS,31-40 years old,United States,,Insurance company,,200+,Between 10 and 15,,,,,,,,Not enough time,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
