respondent_id,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience,year
202101010,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2021
202101011,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2021
202101012,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202101013,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[5, 10)",2021
202101014,None,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2021
202101015,None,"(0, 30]",United States,Consulting,"(5, 10]","(0, 5)",2021
202101016,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202101017,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202101018,None,"(30, 40]",Asia,Consulting,"(0, 5]","[5, 10)",2021
202101019,None,"(30, 40]",United States,Insurance,"(0, 5]","(0, 5)",2021
202101020,ACAS,"(30, 40]",United States,Consulting,"(200, Inf)","[5, 10)",2021
202101021,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2021
202101022,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101023,None,"(0, 30]",United States,Consulting,"(25, 50]","[5, 10)",2021
202101024,None,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2021
202101025,None,"(0, 30]",United States,Consulting,"(10, 25]","(0, 5)",2021
202101026,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2021
202101027,ACAS,"(30, 40]",United States,Consulting,"(0, 5]","[5, 10)",2021
202101028,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101029,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[5, 10)",2021
202101030,None,"(0, 30]",United States,Broker,"(50, 200]","(0, 5)",2021
202101031,ACAS,"(30, 40]",United States,Consulting,"(200, Inf)","[5, 10)",2021
202101032,ACAS,"(30, 40]",United States,Consulting,"(10, 25]","[10, 15)",2021
202101033,ACAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2021
202101034,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101035,ACAS,"(30, 40]",United States,Reinsurance,"(10, 25]","[5, 10)",2021
202101036,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101037,None,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2021
202101038,ACAS,"(0, 30]",United States,Consulting,"(200, Inf)","(0, 5)",2021
202101039,None,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101040,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101041,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2021
202101042,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2021
202101043,None,"(0, 30]",United States,Consulting,"(200, Inf)","(0, 5)",2021
202101044,None,"(0, 30]",Canada,Insurance,"(200, Inf)","(0, 5)",2021
202101045,None,"(0, 30]",Asia,Insurance,"(5, 10]","(0, 5)",2021
202101046,None,"(30, 40]",Canada,Insurance,"(50, 200]","(0, 5)",2021
202101047,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2021
202101048,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101049,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2021
202101050,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101051,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101052,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101053,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2021
202101054,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101055,None,"(0, 30]",Canada,Consulting,"(10, 25]","(0, 5)",2021
202101056,None,"(30, 40]",Asia,Insurance,"(5, 10]","[5, 10)",2021
202101057,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101058,None,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101059,None,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2021
202101060,ACAS,"(0, 30]",United States,Broker,"(0, 5]","[5, 10)",2021
202101061,ACAS,"(0, 30]",Other,Reinsurance,"(0, 5]","[5, 10)",2021
202101062,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101063,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2021
202101064,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101065,None,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202101066,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2021
202101067,None,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2021
202101068,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101069,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101070,None,"(0, 30]",United States,Other,"(0, 5]","(0, 5)",2021
202101071,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2021
202101072,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202101073,ACAS,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2021
202101074,ACAS,"(0, 30]",Other,Insurance,"(25, 50]","(0, 5)",2021
202101075,ACAS,"(40, 50]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101076,ACAS,"(0, 30]",United States,Reinsurance,"(50, 200]","[5, 10)",2021
202101077,None,"(0, 30]",United States,Reinsurance,"(5, 10]","[5, 10)",2021
202101078,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2021
202101079,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101080,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101081,ACAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2021
202101082,None,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2021
202101083,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2021
202101084,FCAS,"(0, 30]",Canada,Consulting,"(200, Inf)","[10, 15)",2021
202101085,ACAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2021
202101086,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101087,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101088,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101089,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2021
202101090,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2021
202101091,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101092,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2021
202101093,None,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101094,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2021
202101095,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101096,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2021
202101097,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101098,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101099,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202101100,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2021
202101101,None,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2021
202101102,None,"(0, 30]",United States,Reinsurance,"(0, 5]","(0, 5)",2021
202101103,None,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202101104,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2021
202101105,ACAS,"(30, 40]",Canada,Insurance,"(25, 50]","(0, 5)",2021
202101106,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202101107,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2021
202101108,None,"(0, 30]",Canada,Consulting,"(0, 5]","(0, 5)",2021
202101109,None,"(0, 30]",Other,Consulting,"(0, 5]","(0, 5)",2021
202101110,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202101111,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101112,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202101113,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2021
202101114,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101115,FCAS,"(30, 40]",United States,Consulting,"(10, 25]","[15, 20)",2021
202101116,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2021
202101117,ACAS,"(30, 40]",Canada,Broker,"(5, 10]","[5, 10)",2021
202101118,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2021
202101119,FCAS,"(40, 50]",Canada,Insurance,"(25, 50]","[5, 10)",2021
202101120,FCAS,"(50, 60]",United States,Consulting,"(25, 50]","[20, Inf)",2021
202101121,FCAS,"(30, 40]",Asia,Other,"(0, 5]","[10, 15)",2021
202101122,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101123,FCAS,"(0, 30]",Canada,Reinsurance,"(0, 5]","(0, 5)",2021
202101124,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2021
202101125,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101126,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2021
202101127,FCAS,"(40, 50]",Canada,Other,"(0, 5]","[15, 20)",2021
202101128,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101129,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[10, 15)",2021
202101130,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101131,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202101132,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101133,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101134,FCAS,"(30, 40]",United States,Consulting,"(200, Inf)","[10, 15)",2021
202101135,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[10, 15)",2021
202101136,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101137,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101138,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101139,FCAS,"(40, 50]",United States,Consulting,"(200, Inf)","[20, Inf)",2021
202101140,ACAS,"(50, 60]",United States,NA,NA,"[10, 15)",2021
202101141,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202101142,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2021
202101143,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101144,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101145,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101146,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202101147,ACAS,"(40, 50]",United States,Consulting,"(0, 5]","[15, 20)",2021
202101148,FCAS,NA,United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101149,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[10, 15)",2021
202101150,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2021
202101151,ACAS,"(40, 50]",United States,Other,"(50, 200]","[20, Inf)",2021
202101152,ACAS,"(50, 60]",United States,Other,"(5, 10]","[20, Inf)",2021
202101153,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2021
202101154,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2021
202101155,FCAS,"(40, 50]",United States,Consulting,"(200, Inf)","[15, 20)",2021
202101156,FCAS,"(60, Inf)",United States,Reinsurance,"(200, Inf)","[20, Inf)",2021
202101157,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101158,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2021
202101159,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101160,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101161,FCAS,"(0, 30]",Canada,Insurance,"(0, 5]","[5, 10)",2021
202101162,FCAS,NA,United States,Other,"(0, 5]","[20, Inf)",2021
202101163,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2021
202101164,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2021
202101165,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101166,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101167,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101168,FCAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2021
202101169,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202101170,FCAS,"(30, 40]",Other,Reinsurance,"(5, 10]","[15, 20)",2021
202101171,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202101172,FCAS,"(30, 40]",United States,Other,"(0, 5]","[15, 20)",2021
202101173,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101174,FCAS,"(50, 60]",United States,NA,NA,"[20, Inf)",2021
202101175,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202101176,FCAS,"(40, 50]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202101177,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2021
202101178,FCAS,"(30, 40]",Asia,Reinsurance,"(50, 200]","[10, 15)",2021
202101179,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[15, 20)",2021
202101180,FCAS,"(40, 50]",Canada,Consulting,"(0, 5]","[20, Inf)",2021
202101181,FCAS,"(0, 30]",United States,Consulting,"(200, Inf)","[5, 10)",2021
202101182,FCAS,"(40, 50]",Canada,Insurance,"(0, 5]","[10, 15)",2021
202101183,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101184,FCAS,"(50, 60]",United States,Reinsurance,"(50, 200]","[20, Inf)",2021
202101185,FCAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2021
202101186,FCAS,"(50, 60]",United States,Reinsurance,"(50, 200]","[20, Inf)",2021
202101187,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101188,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101189,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[10, 15)",2021
202101190,FCAS,"(40, 50]",Canada,Insurance,"(10, 25]","[15, 20)",2021
202101191,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202101192,FCAS,"(40, 50]",United States,Broker,"(25, 50]","[20, Inf)",2021
202101193,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101194,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2021
202101195,FCAS,"(30, 40]",United States,Other,"(50, 200]","[5, 10)",2021
202101196,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202101197,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2021
202101198,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[15, 20)",2021
202101199,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202101200,FCAS,"(40, 50]",Canada,Insurance,"(25, 50]","[20, Inf)",2021
202101201,ACAS,"(30, 40]",Other,Insurance,"(50, 200]","[10, 15)",2021
202101202,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101203,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[10, 15)",2021
202101204,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202101205,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101206,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101207,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202101208,FCAS,"(40, 50]",United States,Broker,"(25, 50]","[20, Inf)",2021
202101209,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2021
202101210,ACAS,"(60, Inf)",United States,Other,"(5, 10]","[20, Inf)",2021
202101211,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202101212,FCAS,"(40, 50]",United States,Broker,"(0, 5]","[15, 20)",2021
202101213,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101214,ACAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101215,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101216,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2021
202101217,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101218,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202101219,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101220,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202101221,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101222,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101223,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101224,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202101225,FCAS,"(40, 50]",Canada,Insurance,"(10, 25]","[20, Inf)",2021
202101226,FCAS,"(0, 30]",Canada,Insurance,"(10, 25]","[5, 10)",2021
202101227,None,"(30, 40]",United States,Broker,"(200, Inf)","[15, 20)",2021
202101228,FCAS,"(30, 40]",United States,Consulting,"(25, 50]","[5, 10)",2021
202101229,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202101230,ACAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2021
202101231,ACAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2021
202101232,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101233,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101234,ACAS,"(60, Inf)",United States,Consulting,"(5, 10]","[20, Inf)",2021
202101235,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101236,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2021
202101237,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202101238,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202101239,FCAS,"(50, 60]",United States,Broker,"(200, Inf)","[20, Inf)",2021
202101240,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202101241,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101242,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101243,ACAS,"(0, 30]",United States,Consulting,"(25, 50]","[5, 10)",2021
202101244,ACAS,"(50, 60]",United States,Other,"(50, 200]","[15, 20)",2021
202101245,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202101246,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101247,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202101248,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202101249,FCAS,"(50, 60]",United States,Consulting,"(200, Inf)","[20, Inf)",2021
202101250,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2021
202101251,FCAS,"(30, 40]",United States,Broker,"(50, 200]","[10, 15)",2021
202101252,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202101253,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101254,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2021
202101255,FCAS,"(50, 60]",United States,Broker,"(0, 5]","[20, Inf)",2021
202101256,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[10, 15)",2021
202101257,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202101258,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202101259,ACAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2021
202101260,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202101261,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[10, 15)",2021
202101262,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202101263,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101264,FCAS,"(50, 60]",United States,Other,"(5, 10]","[15, 20)",2021
202101265,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202101266,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202101267,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202101268,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202101269,FCAS,NA,United States,Insurance,"(200, Inf)","[15, 20)",2021
202101270,FCAS,"(60, Inf)",United States,Consulting,"(5, 10]","[20, Inf)",2021
202101271,ACAS,"(50, 60]",United States,Broker,"(10, 25]","[20, Inf)",2021
202101272,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202101273,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202101274,FCAS,"(40, 50]",United States,Consulting,"(5, 10]","[20, Inf)",2021
202101275,FCAS,"(40, 50]",United States,Consulting,"(200, Inf)","[15, 20)",2021
202101276,ACAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202101277,ACAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202101278,ACAS,"(40, 50]",United States,Consulting,"(25, 50]","[20, Inf)",2021
202101279,ACAS,"(40, 50]",United States,Consulting,"(200, Inf)","[20, Inf)",2021
202101280,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202101281,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202101282,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[15, 20)",2021
202101283,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202101284,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2021
